Subject,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
Maths,"[Quadratic Equations] Sample Question 311: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 312: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 313: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 314: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 315: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 316: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 317: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 318: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 319: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 320: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 321: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 322: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 323: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 324: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 325: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 326: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 327: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 328: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 329: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 330: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 331: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 332: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 333: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 334: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 335: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 336: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 337: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 338: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 339: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 340: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 341: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 342: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 343: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 344: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 345: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 346: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 347: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 348: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 349: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 350: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 351: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 352: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 353: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 354: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 355: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 356: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 357: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 358: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 359: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 360: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 361: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 362: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 363: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 364: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 365: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 366: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 367: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 368: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 369: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 370: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 371: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 372: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 373: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 374: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 375: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 376: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 377: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 378: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 379: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 380: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 381: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 382: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 383: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 384: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 385: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 386: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 387: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 388: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 389: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 390: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 391: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 392: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 393: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 394: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 395: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 396: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 397: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 398: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 399: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 400: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 401: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 402: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 403: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 404: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 405: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 406: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 407: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 408: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 409: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 410: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 411: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 412: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 413: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 414: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 415: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 416: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 417: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 418: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 419: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 420: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 421: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 422: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 423: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 424: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 425: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 426: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 427: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 428: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 429: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 430: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 431: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 432: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 433: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 434: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 435: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 436: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 437: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 438: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 439: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 440: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 441: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 442: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 443: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 444: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 445: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 446: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 447: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 448: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 449: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 450: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 451: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 452: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 453: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 454: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 455: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 456: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 457: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 458: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 459: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 460: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 461: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 462: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 463: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 464: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 465: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 466: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 467: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 468: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 469: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 470: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 471: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 472: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 473: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 474: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 475: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 476: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 477: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 478: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 479: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 480: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 481: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 482: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 483: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 484: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 485: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 486: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 487: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 488: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 489: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 490: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Sample Question 491: If x = 2, find the value.",1,2,3,4,B,Medium
Maths,"[Trigonometry] Sample Question 492: If x = 3, find the value.",2,3,4,5,B,Medium
Maths,"[Probability] Sample Question 493: If x = 4, find the value.",3,4,5,6,B,Easy
Maths,"[Mensuration] Sample Question 494: If x = 5, find the value.",4,5,6,7,B,Medium
Maths,"[AP & GP] Sample Question 495: If x = 6, find the value.",5,6,7,8,B,Medium
Maths,"[Coordinate Geometry] Sample Question 496: If x = 7, find the value.",6,7,8,9,B,Hard
Maths,"[Matrices] Sample Question 497: If x = 8, find the value.",7,8,9,10,B,Medium
Maths,"[Statistics] Sample Question 498: If x = 9, find the value.",8,9,10,11,B,Easy
Maths,"[Banking] Sample Question 499: If x = 10, find the value.",9,10,11,12,B,Easy
Maths,"[GST] Sample Question 500: If x = 1, find the value.",0,1,2,3,B,Easy
Maths,"[Quadratic Equations] Board-level MCQ 1: If x = 3, find the value of 2x² − 3x.",9,11,6,14,A,Medium
Maths,"[Arithmetic Progression] Board-level MCQ 2: If x = 4, find the value of 2x² − 3x.",20,22,17,25,A,Hard
Maths,"[Geometric Progression] Board-level MCQ 3: If x = 5, find the value of 2x² − 3x.",35,37,32,40,A,Easy
Maths,"[Matrices] Board-level MCQ 4: If x = 6, find the value of 2x² − 3x.",54,56,51,59,A,Medium
Maths,"[Coordinate Geometry] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Hard
Maths,"[Trigonometric Identities] Board-level MCQ 6: If x = 8, find the value of 2x² − 3x.",104,106,101,109,A,Easy
Maths,"[Heights & Distances] Board-level MCQ 7: If x = 2, find the value of 2x² − 3x.",2,4,-1,7,A,Medium
Maths,"[Mensuration] Board-level MCQ 8: If x = 3, find the value of 2x² − 3x.",9,11,6,14,A,Hard
Maths,"[Geometry] Board-level MCQ 9: If x = 4, find the value of 2x² − 3x.",20,22,17,25,A,Easy
Maths,"[Statistics] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Medium
Maths,"[Probability] Board-level MCQ 11: If x = 6, find the value of 2x² − 3x.",54,56,51,59,A,Hard
Maths,"[GST & Banking] Board-level MCQ 12: If x = 7, find the value of 2x² − 3x.",77,79,74,82,A,Easy
Maths,"[Quadratic Equations] Board-level MCQ 13: If x = 8, find the value of 2x² − 3x.",104,106,101,109,A,Medium
Maths,"[Arithmetic Progression] Board-level MCQ 14: If x = 2, find the value of 2x² − 3x.",2,4,-1,7,A,Hard
Maths,"[Geometric Progression] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Easy
